id,entity_id,asset_id,severity,status,opened_at,closed_at,escalation_level,closure_reason
al-021361,ent-001,asset-00005,high,closed,2026-06-02T19:33:48.939754,2026-06-03T08:33:48.939754,1,Remediated
al-021362,ent-002,asset-00013,high,closed,2026-06-02T19:26:48.939754,2026-06-03T08:26:48.939754,1,Remediated
al-021363,ent-003,asset-00021,medium,closed,2026-06-02T19:19:48.939754,2026-06-03T08:19:48.939754,1,Remediated
al-021364,ent-004,asset-00029,high,open,2026-06-02T19:12:48.939754,,1,
al-021365,ent-005,asset-00037,high,closed,2026-06-02T19:05:48.939754,2026-06-03T08:05:48.939754,1,Remediated
al-021366,ent-006,asset-00045,medium,closed,2026-06-02T18:58:48.939754,2026-06-03T07:58:48.939754,1,Remediated
al-021367,ent-007,asset-00053,high,closed,2026-06-02T18:51:48.939754,2026-06-03T07:51:48.939754,1,Remediated
al-021368,ent-008,asset-00061,high,open,2026-06-02T18:44:48.939754,,1,
al-021369,ent-009,asset-00069,medium,closed,2026-06-02T18:37:48.939754,2026-06-02T19:22:48.939754,0,Duplicate alert
al-021370,ent-010,asset-00077,high,closed,2026-06-02T18:30:48.939754,2026-06-02T19:15:48.939754,0,Duplicate alert
al-021371,ent-011,asset-00085,high,closed,2026-06-02T18:23:48.939754,2026-06-03T07:23:48.939754,1,Remediated
al-021372,ent-012,asset-00094,critical,open,2026-06-02T18:16:48.939754,,0,
al-021373,ent-001,asset-00006,high,closed,2026-06-02T18:09:48.939754,2026-06-03T07:09:48.939754,1,Remediated
al-021374,ent-002,asset-00014,high,closed,2026-06-02T18:02:48.939754,2026-06-03T07:02:48.939754,1,Remediated
al-021375,ent-003,asset-00022,medium,closed,2026-06-02T17:55:48.939754,2026-06-02T18:40:48.939754,0,Duplicate alert
al-021376,ent-004,asset-00030,high,open,2026-06-02T17:48:48.939754,,1,
al-021377,ent-005,asset-00038,high,closed,2026-06-02T17:41:48.939754,2026-06-03T06:41:48.939754,1,Remediated
al-021378,ent-006,asset-00046,medium,closed,2026-06-02T17:34:48.939754,2026-06-03T06:34:48.939754,1,Remediated
al-021379,ent-007,asset-00054,high,closed,2026-06-02T17:27:48.939754,2026-06-03T06:27:48.939754,1,Remediated
al-021380,ent-008,asset-00062,high,open,2026-06-02T17:20:48.939754,,1,
al-021381,ent-009,asset-00070,medium,closed,2026-06-02T17:13:48.939754,2026-06-03T06:13:48.939754,1,Remediated
al-021382,ent-010,asset-00078,high,closed,2026-06-02T17:06:48.939754,2026-06-03T06:06:48.939754,1,Remediated
al-021383,ent-011,asset-00086,high,closed,2026-06-02T16:59:48.939754,2026-06-03T05:59:48.939754,1,Remediated
al-021384,ent-012,asset-00095,medium,open,2026-06-02T16:52:48.939754,,1,
al-021385,ent-001,asset-00007,critical,closed,2026-06-02T16:45:48.939754,2026-06-03T05:45:48.939754,0,Remediated
al-021386,ent-002,asset-00015,high,closed,2026-06-02T16:38:48.939754,2026-06-02T17:23:48.939754,0,Duplicate alert
al-021387,ent-003,asset-00023,medium,closed,2026-06-02T16:31:48.939754,2026-06-03T05:31:48.939754,1,Remediated
al-021388,ent-004,asset-00031,high,open,2026-06-02T16:24:48.939754,,1,
al-021389,ent-005,asset-00039,high,closed,2026-06-02T16:17:48.939754,2026-06-03T05:17:48.939754,1,Remediated
al-021390,ent-006,asset-00047,medium,closed,2026-06-02T16:10:48.939754,2026-06-03T05:10:48.939754,1,Remediated
al-021391,ent-007,asset-00055,high,closed,2026-06-02T16:03:48.939754,2026-06-03T05:03:48.939754,1,Remediated
al-021392,ent-008,asset-00063,high,open,2026-06-02T15:56:48.939754,,1,
al-021393,ent-009,asset-00071,medium,closed,2026-06-02T15:49:48.939754,2026-06-03T04:49:48.939754,1,Remediated
al-021394,ent-010,asset-00079,high,closed,2026-06-02T15:42:48.939754,2026-06-03T04:42:48.939754,1,Remediated
al-021395,ent-011,asset-00087,high,closed,2026-06-02T15:35:48.939754,2026-06-03T04:35:48.939754,1,Remediated
al-021396,ent-012,asset-00096,medium,open,2026-06-02T15:28:48.939754,,1,
al-021397,ent-001,asset-00008,high,closed,2026-06-02T15:21:48.939754,2026-06-03T04:21:48.939754,1,Remediated
al-021398,ent-002,asset-00016,critical,closed,2026-06-02T15:14:48.939754,2026-06-03T04:14:48.939754,0,Remediated
al-021399,ent-003,asset-00024,medium,closed,2026-06-02T15:07:48.939754,2026-06-03T04:07:48.939754,1,Remediated
al-021400,ent-004,asset-00032,high,open,2026-06-02T15:00:48.939754,,1,
al-021401,ent-005,asset-00040,high,closed,2026-06-02T14:53:48.939754,2026-06-03T03:53:48.939754,1,Remediated
al-021402,ent-006,asset-00048,medium,closed,2026-06-02T14:46:48.939754,2026-06-03T03:46:48.939754,1,Remediated
al-021403,ent-007,asset-00056,high,closed,2026-06-02T14:39:48.939754,2026-06-02T15:24:48.939754,0,Duplicate alert
al-021404,ent-008,asset-00064,high,open,2026-06-02T14:32:48.939754,,1,
al-021405,ent-009,asset-00072,medium,closed,2026-06-02T14:25:48.939754,2026-06-03T03:25:48.939754,1,Remediated
al-021406,ent-010,asset-00080,high,closed,2026-06-02T14:18:48.939754,2026-06-03T03:18:48.939754,1,Remediated
al-021407,ent-011,asset-00088,high,closed,2026-06-02T14:11:48.939754,2026-06-03T03:11:48.939754,1,Remediated
al-021408,ent-012,asset-00089,medium,open,2026-06-02T14:04:48.939754,,1,
al-021409,ent-001,asset-00001,high,closed,2026-06-02T13:57:48.939754,2026-06-03T02:57:48.939754,1,Remediated
al-021410,ent-002,asset-00009,high,closed,2026-06-02T13:50:48.939754,2026-06-03T02:50:48.939754,1,Remediated
al-021411,ent-003,asset-00017,critical,closed,2026-06-02T13:43:48.939754,2026-06-03T02:43:48.939754,0,Remediated
al-021412,ent-004,asset-00025,high,open,2026-06-02T13:36:48.939754,,1,
al-021413,ent-005,asset-00033,high,closed,2026-06-02T13:29:48.939754,2026-06-03T02:29:48.939754,1,Remediated
al-021414,ent-006,asset-00041,medium,closed,2026-06-02T13:22:48.939754,2026-06-03T02:22:48.939754,1,Remediated
al-021415,ent-007,asset-00049,high,closed,2026-06-02T13:15:48.939754,2026-06-03T02:15:48.939754,1,Remediated
al-021416,ent-008,asset-00057,high,open,2026-06-02T13:08:48.939754,,1,
al-021417,ent-009,asset-00065,medium,closed,2026-06-02T13:01:48.939754,2026-06-03T02:01:48.939754,1,Remediated
al-021418,ent-010,asset-00073,high,closed,2026-06-02T12:54:48.939754,2026-06-03T01:54:48.939754,1,Remediated
al-021419,ent-011,asset-00081,high,closed,2026-06-02T12:47:48.939754,2026-06-03T01:47:48.939754,1,Remediated
al-021420,ent-012,asset-00090,medium,open,2026-06-02T12:40:48.939754,,0,Duplicate alert
al-021421,ent-001,asset-00002,high,closed,2026-06-02T12:33:48.939754,2026-06-03T01:33:48.939754,1,Remediated
al-021422,ent-002,asset-00010,high,closed,2026-06-02T12:26:48.939754,2026-06-03T01:26:48.939754,1,Remediated
al-021423,ent-003,asset-00018,medium,closed,2026-06-02T12:19:48.939754,2026-06-03T01:19:48.939754,1,Remediated
al-021424,ent-004,asset-00026,critical,open,2026-06-02T12:12:48.939754,,0,
al-021425,ent-005,asset-00034,high,closed,2026-06-02T12:05:48.939754,2026-06-03T01:05:48.939754,1,Remediated
al-021426,ent-006,asset-00042,medium,closed,2026-06-02T11:58:48.939754,2026-06-03T00:58:48.939754,1,Remediated
al-021427,ent-007,asset-00050,high,closed,2026-06-02T11:51:48.939754,2026-06-03T00:51:48.939754,1,Remediated
al-021428,ent-008,asset-00058,high,open,2026-06-02T11:44:48.939754,,1,
al-021429,ent-009,asset-00066,medium,closed,2026-06-02T11:37:48.939754,2026-06-03T00:37:48.939754,1,Remediated
al-021430,ent-010,asset-00074,high,closed,2026-06-02T11:30:48.939754,2026-06-02T12:15:48.939754,0,Duplicate alert
al-021431,ent-011,asset-00082,high,closed,2026-06-02T11:23:48.939754,2026-06-03T00:23:48.939754,1,Remediated
al-021432,ent-012,asset-00091,medium,open,2026-06-02T11:16:48.939754,,1,
al-021433,ent-001,asset-00003,high,closed,2026-06-02T11:09:48.939754,2026-06-03T00:09:48.939754,1,Remediated
al-021434,ent-002,asset-00011,high,closed,2026-06-02T11:02:48.939754,2026-06-03T00:02:48.939754,1,Remediated
al-021435,ent-003,asset-00019,medium,closed,2026-06-02T10:55:48.939754,2026-06-02T11:40:48.939754,0,Duplicate alert
al-021436,ent-004,asset-00027,high,open,2026-06-02T10:48:48.939754,,1,
al-021437,ent-005,asset-00035,critical,closed,2026-06-02T10:41:48.939754,2026-06-02T11:26:48.939754,0,Duplicate alert
al-021438,ent-006,asset-00043,medium,closed,2026-06-02T10:34:48.939754,2026-06-02T23:34:48.939754,1,Remediated
al-021439,ent-007,asset-00051,high,closed,2026-06-02T10:27:48.939754,2026-06-02T23:27:48.939754,1,Remediated
al-021440,ent-008,asset-00059,high,open,2026-06-02T10:20:48.939754,,1,
al-021441,ent-009,asset-00067,medium,closed,2026-06-02T10:13:48.939754,2026-06-02T23:13:48.939754,1,Remediated
al-021442,ent-010,asset-00075,high,closed,2026-06-02T10:06:48.939754,2026-06-02T23:06:48.939754,1,Remediated
al-021443,ent-011,asset-00083,high,closed,2026-06-02T09:59:48.939754,2026-06-02T22:59:48.939754,1,Remediated
al-021444,ent-012,asset-00092,medium,open,2026-06-02T09:52:48.939754,,1,
al-021445,ent-001,asset-00004,high,closed,2026-06-02T09:45:48.939754,2026-06-02T22:45:48.939754,1,Remediated
al-021446,ent-002,asset-00012,high,closed,2026-06-02T09:38:48.939754,2026-06-02T22:38:48.939754,1,Remediated
al-021447,ent-003,asset-00020,medium,closed,2026-06-02T09:31:48.939754,2026-06-02T22:31:48.939754,1,Remediated
al-021448,ent-004,asset-00028,high,open,2026-06-02T09:24:48.939754,,1,
al-021449,ent-005,asset-00036,high,closed,2026-06-02T09:17:48.939754,2026-06-02T22:17:48.939754,1,Remediated
al-021450,ent-006,asset-00044,critical,closed,2026-06-02T09:10:48.939754,2026-06-02T22:10:48.939754,0,Remediated
al-021451,ent-007,asset-00052,high,closed,2026-06-02T09:03:48.939754,2026-06-02T22:03:48.939754,1,Remediated
al-021452,ent-008,asset-00060,high,open,2026-06-02T08:56:48.939754,,1,
al-021453,ent-009,asset-00068,medium,closed,2026-06-02T08:49:48.939754,2026-06-02T21:49:48.939754,1,Remediated
al-021454,ent-010,asset-00076,high,closed,2026-06-02T08:42:48.939754,2026-06-02T09:27:48.939754,0,Duplicate alert
al-021455,ent-011,asset-00084,high,closed,2026-06-02T08:35:48.939754,2026-06-02T21:35:48.939754,1,Remediated
al-021456,ent-012,asset-00093,medium,open,2026-06-02T08:28:48.939754,,1,
al-021457,ent-001,asset-00005,high,closed,2026-06-02T08:21:48.939754,2026-06-02T21:21:48.939754,1,Remediated
al-021458,ent-002,asset-00013,high,closed,2026-06-02T08:14:48.939754,2026-06-02T21:14:48.939754,1,Remediated
al-021459,ent-003,asset-00021,medium,closed,2026-06-02T08:07:48.939754,2026-06-02T21:07:48.939754,1,Remediated
al-021460,ent-004,asset-00029,high,open,2026-06-02T08:00:48.939754,,1,
al-021461,ent-005,asset-00037,high,closed,2026-06-02T07:53:48.939754,2026-06-02T20:53:48.939754,1,Remediated
al-021462,ent-006,asset-00045,medium,closed,2026-06-02T07:46:48.939754,2026-06-02T20:46:48.939754,1,Remediated
al-021463,ent-007,asset-00053,critical,closed,2026-06-02T07:39:48.939754,2026-06-02T20:39:48.939754,0,Remediated
al-021464,ent-008,asset-00061,high,open,2026-06-02T07:32:48.939754,,1,
al-021465,ent-009,asset-00069,medium,closed,2026-06-02T07:25:48.939754,2026-06-02T20:25:48.939754,1,Remediated
al-021466,ent-010,asset-00077,high,closed,2026-06-02T07:18:48.939754,2026-06-02T20:18:48.939754,1,Remediated
al-021467,ent-011,asset-00085,high,closed,2026-06-02T07:11:48.939754,2026-06-02T20:11:48.939754,1,Remediated
al-021468,ent-012,asset-00094,medium,open,2026-06-02T07:04:48.939754,,1,
al-021469,ent-001,asset-00006,high,closed,2026-06-02T06:57:48.939754,2026-06-02T19:57:48.939754,1,Remediated
al-021470,ent-002,asset-00014,high,closed,2026-06-02T06:50:48.939754,2026-06-02T19:50:48.939754,1,Remediated
al-021471,ent-003,asset-00022,medium,closed,2026-06-02T06:43:48.939754,2026-06-02T07:28:48.939754,0,Duplicate alert
al-021472,ent-004,asset-00030,high,open,2026-06-02T06:36:48.939754,,1,
al-021473,ent-005,asset-00038,high,closed,2026-06-02T06:29:48.939754,2026-06-02T19:29:48.939754,1,Remediated
al-021474,ent-006,asset-00046,medium,closed,2026-06-02T06:22:48.939754,2026-06-02T19:22:48.939754,1,Remediated
al-021475,ent-007,asset-00054,high,closed,2026-06-02T06:15:48.939754,2026-06-02T19:15:48.939754,1,Remediated
al-021476,ent-008,asset-00062,critical,open,2026-06-02T06:08:48.939754,,0,
al-021477,ent-009,asset-00070,medium,closed,2026-06-02T06:01:48.939754,2026-06-02T19:01:48.939754,1,Remediated
al-021478,ent-010,asset-00078,high,closed,2026-06-02T05:54:48.939754,2026-06-02T18:54:48.939754,1,Remediated
al-021479,ent-011,asset-00086,high,closed,2026-06-02T05:47:48.939754,2026-06-02T18:47:48.939754,1,Remediated
al-021480,ent-012,asset-00095,medium,open,2026-06-02T05:40:48.939754,,1,
al-021481,ent-001,asset-00007,high,closed,2026-06-02T05:33:48.939754,2026-06-02T18:33:48.939754,1,Remediated
al-021482,ent-002,asset-00015,high,closed,2026-06-02T05:26:48.939754,2026-06-02T18:26:48.939754,1,Remediated
al-021483,ent-003,asset-00023,medium,closed,2026-06-02T05:19:48.939754,2026-06-02T18:19:48.939754,1,Remediated
al-021484,ent-004,asset-00031,high,open,2026-06-02T05:12:48.939754,,1,
al-021485,ent-005,asset-00039,high,closed,2026-06-02T05:05:48.939754,2026-06-02T18:05:48.939754,1,Remediated
al-021486,ent-006,asset-00047,medium,closed,2026-06-02T04:58:48.939754,2026-06-02T17:58:48.939754,1,Remediated
al-021487,ent-007,asset-00055,high,closed,2026-06-02T04:51:48.939754,2026-06-02T17:51:48.939754,1,Remediated
al-021488,ent-008,asset-00063,high,open,2026-06-02T04:44:48.939754,,0,Duplicate alert
al-021489,ent-009,asset-00071,critical,closed,2026-06-02T04:37:48.939754,2026-06-02T17:37:48.939754,0,Remediated
al-021490,ent-010,asset-00079,high,closed,2026-06-02T04:30:48.939754,2026-06-02T05:15:48.939754,0,Duplicate alert
al-021491,ent-011,asset-00087,high,closed,2026-06-02T04:23:48.939754,2026-06-02T17:23:48.939754,1,Remediated
al-021492,ent-012,asset-00096,medium,open,2026-06-02T04:16:48.939754,,1,
al-021493,ent-001,asset-00008,high,closed,2026-06-02T04:09:48.939754,2026-06-02T17:09:48.939754,1,Remediated
al-021494,ent-002,asset-00016,high,closed,2026-06-02T04:02:48.939754,2026-06-02T17:02:48.939754,1,Remediated
al-021495,ent-003,asset-00024,medium,closed,2026-06-02T03:55:48.939754,2026-06-02T04:40:48.939754,0,Duplicate alert
al-021496,ent-004,asset-00032,high,open,2026-06-02T03:48:48.939754,,1,
al-021497,ent-005,asset-00040,high,closed,2026-06-02T03:41:48.939754,2026-06-02T16:41:48.939754,1,Remediated
al-021498,ent-006,asset-00048,medium,closed,2026-06-02T03:34:48.939754,2026-06-02T16:34:48.939754,1,Remediated
al-021499,ent-007,asset-00056,high,closed,2026-06-02T03:27:48.939754,2026-06-02T16:27:48.939754,1,Remediated
al-021500,ent-008,asset-00064,high,open,2026-06-02T03:20:48.939754,,1,
al-021501,ent-009,asset-00072,medium,closed,2026-06-02T03:13:48.939754,2026-06-02T16:13:48.939754,1,Remediated
al-021502,ent-010,asset-00080,critical,closed,2026-06-02T03:06:48.939754,2026-06-02T16:06:48.939754,0,Remediated
al-021503,ent-011,asset-00088,high,closed,2026-06-02T02:59:48.939754,2026-06-02T15:59:48.939754,1,Remediated
al-021504,ent-012,asset-00089,medium,open,2026-06-02T02:52:48.939754,,1,
al-021505,ent-001,asset-00001,high,closed,2026-06-02T02:45:48.939754,2026-06-02T03:30:48.939754,0,Duplicate alert
al-021506,ent-002,asset-00009,high,closed,2026-06-02T02:38:48.939754,2026-06-02T15:38:48.939754,1,Remediated
al-021507,ent-003,asset-00017,medium,closed,2026-06-02T02:31:48.939754,2026-06-02T15:31:48.939754,1,Remediated
al-021508,ent-004,asset-00025,high,open,2026-06-02T02:24:48.939754,,1,
al-021509,ent-005,asset-00033,high,closed,2026-06-02T02:17:48.939754,2026-06-02T15:17:48.939754,1,Remediated
al-021510,ent-006,asset-00041,medium,closed,2026-06-02T02:10:48.939754,2026-06-02T15:10:48.939754,1,Remediated
al-021511,ent-007,asset-00049,high,closed,2026-06-02T02:03:48.939754,2026-06-02T15:03:48.939754,1,Remediated
al-021512,ent-008,asset-00057,high,open,2026-06-02T01:56:48.939754,,1,
al-021513,ent-009,asset-00065,medium,closed,2026-06-02T01:49:48.939754,2026-06-02T14:49:48.939754,1,Remediated
al-021514,ent-010,asset-00073,high,closed,2026-06-02T01:42:48.939754,2026-06-02T14:42:48.939754,1,Remediated
al-021515,ent-011,asset-00081,critical,closed,2026-06-02T01:35:48.939754,2026-06-02T14:35:48.939754,0,Remediated
al-021516,ent-012,asset-00090,medium,open,2026-06-02T01:28:48.939754,,1,
al-021517,ent-001,asset-00002,high,closed,2026-06-02T01:21:48.939754,2026-06-02T14:21:48.939754,1,Remediated
al-021518,ent-002,asset-00010,high,closed,2026-06-02T01:14:48.939754,2026-06-02T14:14:48.939754,1,Remediated
al-021519,ent-003,asset-00018,medium,closed,2026-06-02T01:07:48.939754,2026-06-02T14:07:48.939754,1,Remediated
al-021520,ent-004,asset-00026,high,open,2026-06-02T01:00:48.939754,,1,
al-021521,ent-005,asset-00034,high,closed,2026-06-02T00:53:48.939754,2026-06-02T13:53:48.939754,1,Remediated
al-021522,ent-006,asset-00042,medium,closed,2026-06-02T00:46:48.939754,2026-06-02T01:31:48.939754,0,Duplicate alert
al-021523,ent-007,asset-00050,high,closed,2026-06-02T00:39:48.939754,2026-06-02T13:39:48.939754,1,Remediated
al-021524,ent-008,asset-00058,high,open,2026-06-02T00:32:48.939754,,1,
al-021525,ent-009,asset-00066,medium,closed,2026-06-02T00:25:48.939754,2026-06-02T13:25:48.939754,1,Remediated
al-021526,ent-010,asset-00074,high,closed,2026-06-02T00:18:48.939754,2026-06-02T13:18:48.939754,1,Remediated
al-021527,ent-011,asset-00082,high,closed,2026-06-02T00:11:48.939754,2026-06-02T13:11:48.939754,1,Remediated
al-021528,ent-012,asset-00091,critical,open,2026-06-02T00:04:48.939754,,0,
al-021529,ent-001,asset-00003,high,closed,2026-06-01T23:57:48.939754,2026-06-02T12:57:48.939754,1,Remediated
al-021530,ent-002,asset-00011,high,closed,2026-06-01T23:50:48.939754,2026-06-02T12:50:48.939754,1,Remediated
al-021531,ent-003,asset-00019,medium,closed,2026-06-01T23:43:48.939754,2026-06-02T12:43:48.939754,1,Remediated
al-021532,ent-004,asset-00027,high,open,2026-06-01T23:36:48.939754,,1,
al-021533,ent-005,asset-00035,high,closed,2026-06-01T23:29:48.939754,2026-06-02T12:29:48.939754,1,Remediated
al-021534,ent-006,asset-00043,medium,closed,2026-06-01T23:22:48.939754,2026-06-02T12:22:48.939754,1,Remediated
al-021535,ent-007,asset-00051,high,closed,2026-06-01T23:15:48.939754,2026-06-02T12:15:48.939754,1,Remediated
al-021536,ent-008,asset-00059,high,open,2026-06-01T23:08:48.939754,,1,
al-021537,ent-009,asset-00067,medium,closed,2026-06-01T23:01:48.939754,2026-06-02T12:01:48.939754,1,Remediated
al-021538,ent-010,asset-00075,high,closed,2026-06-01T22:54:48.939754,2026-06-02T11:54:48.939754,1,Remediated
al-021539,ent-011,asset-00083,high,closed,2026-06-01T22:47:48.939754,2026-06-01T23:32:48.939754,0,Duplicate alert
al-021540,ent-012,asset-00092,medium,open,2026-06-01T22:40:48.939754,,1,
al-021541,ent-001,asset-00004,critical,closed,2026-06-01T22:33:48.939754,2026-06-02T11:33:48.939754,0,Remediated
al-021542,ent-002,asset-00012,high,closed,2026-06-01T22:26:48.939754,2026-06-02T11:26:48.939754,1,Remediated
al-021543,ent-003,asset-00020,medium,closed,2026-06-01T22:19:48.939754,2026-06-02T11:19:48.939754,1,Remediated
al-021544,ent-004,asset-00028,high,open,2026-06-01T22:12:48.939754,,1,
al-021545,ent-005,asset-00036,high,closed,2026-06-01T22:05:48.939754,2026-06-02T11:05:48.939754,1,Remediated
al-021546,ent-006,asset-00044,medium,closed,2026-06-01T21:58:48.939754,2026-06-02T10:58:48.939754,1,Remediated
al-021547,ent-007,asset-00052,high,closed,2026-06-01T21:51:48.939754,2026-06-02T10:51:48.939754,1,Remediated
al-021548,ent-008,asset-00060,high,open,2026-06-01T21:44:48.939754,,1,
al-021549,ent-009,asset-00068,medium,closed,2026-06-01T21:37:48.939754,2026-06-02T10:37:48.939754,1,Remediated
al-021550,ent-010,asset-00076,high,closed,2026-06-01T21:30:48.939754,2026-06-01T22:15:48.939754,0,Duplicate alert
al-021551,ent-011,asset-00084,high,closed,2026-06-01T21:23:48.939754,2026-06-02T10:23:48.939754,1,Remediated
al-021552,ent-012,asset-00093,medium,open,2026-06-01T21:16:48.939754,,1,
al-021553,ent-001,asset-00005,high,closed,2026-06-01T21:09:48.939754,2026-06-02T10:09:48.939754,1,Remediated
al-021554,ent-002,asset-00013,critical,closed,2026-06-01T21:02:48.939754,2026-06-02T10:02:48.939754,0,Remediated
al-021555,ent-003,asset-00021,medium,closed,2026-06-01T20:55:48.939754,2026-06-01T21:40:48.939754,0,Duplicate alert
al-021556,ent-004,asset-00029,high,open,2026-06-01T20:48:48.939754,,0,Duplicate alert
al-021557,ent-005,asset-00037,high,closed,2026-06-01T20:41:48.939754,2026-06-02T09:41:48.939754,1,Remediated
al-021558,ent-006,asset-00045,medium,closed,2026-06-01T20:34:48.939754,2026-06-02T09:34:48.939754,1,Remediated
al-021559,ent-007,asset-00053,high,closed,2026-06-01T20:27:48.939754,2026-06-02T09:27:48.939754,1,Remediated
al-021560,ent-008,asset-00061,high,open,2026-06-01T20:20:48.939754,,1,
al-021561,ent-009,asset-00069,medium,closed,2026-06-01T20:13:48.939754,2026-06-02T09:13:48.939754,1,Remediated
al-021562,ent-010,asset-00077,high,closed,2026-06-01T20:06:48.939754,2026-06-02T09:06:48.939754,1,Remediated
al-021563,ent-011,asset-00085,high,closed,2026-06-01T19:59:48.939754,2026-06-02T08:59:48.939754,1,Remediated
al-021564,ent-012,asset-00094,medium,open,2026-06-01T19:52:48.939754,,1,
al-021565,ent-001,asset-00006,high,closed,2026-06-01T19:45:48.939754,2026-06-02T08:45:48.939754,1,Remediated
al-021566,ent-002,asset-00014,high,closed,2026-06-01T19:38:48.939754,2026-06-02T08:38:48.939754,1,Remediated
al-021567,ent-003,asset-00022,critical,closed,2026-06-01T19:31:48.939754,2026-06-02T08:31:48.939754,0,Remediated
al-021568,ent-004,asset-00030,high,open,2026-06-01T19:24:48.939754,,1,
al-021569,ent-005,asset-00038,high,closed,2026-06-01T19:17:48.939754,2026-06-02T08:17:48.939754,1,Remediated
al-021570,ent-006,asset-00046,medium,closed,2026-06-01T19:10:48.939754,2026-06-02T08:10:48.939754,1,Remediated
al-021571,ent-007,asset-00054,high,closed,2026-06-01T19:03:48.939754,2026-06-02T08:03:48.939754,1,Remediated
al-021572,ent-008,asset-00062,high,open,2026-06-01T18:56:48.939754,,1,
al-021573,ent-009,asset-00070,medium,closed,2026-06-01T18:49:48.939754,2026-06-01T19:34:48.939754,0,Duplicate alert
al-021574,ent-010,asset-00078,high,closed,2026-06-01T18:42:48.939754,2026-06-02T07:42:48.939754,1,Remediated
al-021575,ent-011,asset-00086,high,closed,2026-06-01T18:35:48.939754,2026-06-02T07:35:48.939754,1,Remediated
al-021576,ent-012,asset-00095,medium,open,2026-06-01T18:28:48.939754,,1,
al-021577,ent-001,asset-00007,high,closed,2026-06-01T18:21:48.939754,2026-06-02T07:21:48.939754,1,Remediated
al-021578,ent-002,asset-00015,high,closed,2026-06-01T18:14:48.939754,2026-06-02T07:14:48.939754,1,Remediated
al-021579,ent-003,asset-00023,medium,closed,2026-06-01T18:07:48.939754,2026-06-02T07:07:48.939754,1,Remediated
al-021580,ent-004,asset-00031,critical,open,2026-06-01T18:00:48.939754,,0,
al-021581,ent-005,asset-00039,high,closed,2026-06-01T17:53:48.939754,2026-06-02T06:53:48.939754,1,Remediated
al-021582,ent-006,asset-00047,medium,closed,2026-06-01T17:46:48.939754,2026-06-02T06:46:48.939754,1,Remediated
al-021583,ent-007,asset-00055,high,closed,2026-06-01T17:39:48.939754,2026-06-02T06:39:48.939754,1,Remediated
al-021584,ent-008,asset-00063,high,open,2026-06-01T17:32:48.939754,,1,
al-021585,ent-009,asset-00071,medium,closed,2026-06-01T17:25:48.939754,2026-06-02T06:25:48.939754,1,Remediated
al-021586,ent-010,asset-00079,high,closed,2026-06-01T17:18:48.939754,2026-06-02T06:18:48.939754,1,Remediated
al-021587,ent-011,asset-00087,high,closed,2026-06-01T17:11:48.939754,2026-06-02T06:11:48.939754,1,Remediated
al-021588,ent-012,asset-00096,medium,open,2026-06-01T17:04:48.939754,,1,
al-021589,ent-001,asset-00008,high,closed,2026-06-01T16:57:48.939754,2026-06-02T05:57:48.939754,1,Remediated
al-021590,ent-002,asset-00016,high,closed,2026-06-01T16:50:48.939754,2026-06-01T17:35:48.939754,0,Duplicate alert
al-021591,ent-003,asset-00024,medium,closed,2026-06-01T16:43:48.939754,2026-06-02T05:43:48.939754,1,Remediated
al-021592,ent-004,asset-00032,high,open,2026-06-01T16:36:48.939754,,1,
al-021593,ent-005,asset-00040,critical,closed,2026-06-01T16:29:48.939754,2026-06-02T05:29:48.939754,0,Remediated
al-021594,ent-006,asset-00048,medium,closed,2026-06-01T16:22:48.939754,2026-06-02T05:22:48.939754,1,Remediated
al-021595,ent-007,asset-00056,high,closed,2026-06-01T16:15:48.939754,2026-06-02T05:15:48.939754,1,Remediated
al-021596,ent-008,asset-00064,high,open,2026-06-01T16:08:48.939754,,1,
al-021597,ent-009,asset-00072,medium,closed,2026-06-01T16:01:48.939754,2026-06-02T05:01:48.939754,1,Remediated
al-021598,ent-010,asset-00080,high,closed,2026-06-01T15:54:48.939754,2026-06-02T04:54:48.939754,1,Remediated
al-021599,ent-011,asset-00088,high,closed,2026-06-01T15:47:48.939754,2026-06-02T04:47:48.939754,1,Remediated
al-021600,ent-012,asset-00089,medium,open,2026-06-01T15:40:48.939754,,1,
al-021601,ent-001,asset-00001,high,closed,2026-06-01T15:33:48.939754,2026-06-02T04:33:48.939754,1,Remediated
al-021602,ent-002,asset-00009,high,closed,2026-06-01T15:26:48.939754,2026-06-02T04:26:48.939754,1,Remediated
al-021603,ent-003,asset-00017,medium,closed,2026-06-01T15:19:48.939754,2026-06-02T04:19:48.939754,1,Remediated
al-021604,ent-004,asset-00025,high,open,2026-06-01T15:12:48.939754,,1,
al-021605,ent-005,asset-00033,high,closed,2026-06-01T15:05:48.939754,2026-06-02T04:05:48.939754,1,Remediated
al-021606,ent-006,asset-00041,critical,closed,2026-06-01T14:58:48.939754,2026-06-02T03:58:48.939754,0,Remediated
al-021607,ent-007,asset-00049,high,closed,2026-06-01T14:51:48.939754,2026-06-01T15:36:48.939754,0,Duplicate alert
al-021608,ent-008,asset-00057,high,open,2026-06-01T14:44:48.939754,,1,
al-021609,ent-009,asset-00065,medium,closed,2026-06-01T14:37:48.939754,2026-06-02T03:37:48.939754,1,Remediated
al-021610,ent-010,asset-00073,high,closed,2026-06-01T14:30:48.939754,2026-06-01T15:15:48.939754,0,Duplicate alert
